Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events2,1
2014-8-7,7,10,1,1
2014-8-8,7,10,1,1
2014-8-9,7,9,1,0
2014-8-10,7,10,1,1
2014-8-11,7,9,1,1
2014-8-12,7,10,2,1
2014-8-13,7,10,2,1
2014-8-14,6,10,1,1
2014-8-15,6,10,1,1
2014-8-16,6,10,1,1
2014-8-17,7,10,1,1
2014-8-18,6,10,2,1
2014-8-19,6,10,1,1
2014-8-20,7,10,1,1
2014-8-21,7,10,1,1
2014-8-22,6,10,1,1
2014-8-23,7,10,1,1
2014-8-24,7,10,1,1
2014-8-25,7,10,1,1
2014-8-26,7,9,1,1
2014-8-27,7,10,1,0
2014-8-28,6,10,2,0
2014-8-29,7,10,1,0
2014-8-30,7,10,2,0
2014-8-31,7,10,2,1
2014-9-1,8,10,1,1
2014-9-2,8,10,1,1
2014-9-3,7,10,1,1
2014-9-4,7,10,1,1
2014-9-5,7,10,1,1
2014-9-6,7,10,2,1
2014-9-7,6,10,1,0
2014-9-8,6,10,1,1
2014-9-9,6,10,1,0
2014-9-10,6,10,1,0
2014-9-11,7,10,2,1
2014-9-12,5,10,2,1
2014-9-13,5,10,1,1
2014-9-14,5,10,2,1
2014-9-15,5,10,1,1
2014-9-16,6,10,1,1
2014-9-17,5,10,1,1
2014-9-18,5,10,1,0
2014-9-19,5,8,1,1
2014-9-20,6,10,2,0
2014-9-21,7,10,2,1
2014-9-22,6,10,3,1
2014-9-23,6,10,1,0
2014-9-24,6,10,1,1
2014-9-25,6,10,1,1
2014-9-26,6,10,1,1
2014-9-27,6,10,1,1
2014-9-28,7,10,1,1
2014-9-29,7,10,1,1
2014-9-30,6,10,1,0
2014-10-1,6,10,1,0
2014-10-2,6,10,1,1
2014-10-3,6,9,2,0
2014-10-4,6,10,2,1
2014-10-5,5,9,1,1
2014-10-6,5,10,2,1
2014-10-7,6,10,3,1
2014-10-8,6,10,2,1
2014-10-9,5,9,2,0
2014-10-10,5,9,1,0
2014-10-11,5,10,1,0
2014-10-12,5,9,1,1
2014-10-13,5,10,1,1
2014-10-14,7,10,2,0
2014-10-15,7,10,2,0
2014-10-16,7,10,2,1
2014-10-17,6,10,2,0
2014-10-18,6,10,1,1
2014-10-19,5,10,2,1
2014-10-20,4,10,1,0
2014-10-21,5,10,1,1
2014-10-22,5,10,1,1
2014-10-23,5,10,2,1
2014-10-24,4,10,1,1
2014-10-25,5,10,1,1
2014-10-26,5,10,2,1
2014-10-27,5,10,2,0
2014-10-28,5,10,1,1
2014-10-29,5,10,1,1
2014-10-30,5,10,1,1
2014-10-31,4,9,1,0
2014-11-1,4,10,1,1
2014-11-2,4,7,3,0
2014-11-3,4,5,3,0
2014-11-4,5,9,1,0
2014-11-5,5,5,2,0
2014-11-6,5,10,1,1
2014-11-7,4,10,2,1
2014-11-8,4,8,2,0
2014-11-9,4,9,1,0
2014-11-10,4,10,1,0
2014-11-11,5,10,2,0
2014-11-12,5,10,2,1
2014-11-13,4,10,1,1
2014-11-14,3,10,1,1
2014-11-15,3,8,2,1
2014-11-16,3,9,2,0
2014-11-17,4,10,1,1
2014-11-18,3,7,2,1
2014-11-19,3,10,2,1
2014-11-20,3,7,2,1
2014-11-21,3,8,2,1
2014-11-22,3,6,2,0
2014-11-23,5,10,1,1
2014-11-24,6,10,3,1
2014-11-25,5,7,2,0
2014-11-26,4,10,1,1
2014-11-27,3,10,1,1
2014-11-28,2,10,1,1
2014-11-29,2,10,1,1
2014-11-30,4,10,2,1
2014-12-1,4,10,2,1
2014-12-2,2,9,2,1
2014-12-3,4,10,2,1
2014-12-4,2,8,2,1
2014-12-5,2,10,1,1
2014-12-6,3,10,1,1
2014-12-7,2,10,1,0
2014-12-8,1,9,1,0
2014-12-9,3,10,1,1
2014-12-10,4,10,2,1
2014-12-11,3,10,1,1
2014-12-12,3,10,1,1
2014-12-13,3,10,2,0
2014-12-14,3,10,1,0
2014-12-15,3,10,1,0
2014-12-16,3,10,2,1
2014-12-17,4,10,1,1
2014-12-18,3,10,2,1
2014-12-19,3,10,2,0
2014-12-20,2,10,1,0
2014-12-21,2,10,1,1
2014-12-22,3,10,1,1
2014-12-23,4,10,1,1
2014-12-24,4,10,2,1
2014-12-25,5,10,2,1
2014-12-26,4,10,2,0
2014-12-27,4,10,1,0
2014-12-28,4,10,2,1
2014-12-29,3,7,2,1
2014-12-30,1,8,1,0
2014-12-31,1,10,1,1
2015-1-1,3,6,2,0
2015-1-2,2,10,2,1
2015-1-3,1,10,1,1
2015-1-4,4,10,2,1
2015-1-5,3,6,3,1
2015-1-6,1,9,1,1
2015-1-7,1,10,2,1
2015-1-8,1,9,1,1
2015-1-9,2,8,2,1
2015-1-10,1,7,2,1
2015-1-11,2,8,2,0
2015-1-12,3,9,1,1
2015-1-13,1,10,1,1
2015-1-14,1,10,1,0
2015-1-15,1,10,1,1
2015-1-16,2,8,3,1
2015-1-17,1,6,1,0
2015-1-18,3,10,1,1
2015-1-19,3,10,2,1
2015-1-20,2,10,2,1
2015-1-21,1,10,1,0
2015-1-22,2,10,1,0
2015-1-23,2,10,1,0
2015-1-24,2,10,1,1
2015-1-25,2,10,2,1
2015-1-26,1,9,1,0
2015-1-27,1,10,3,1
2015-1-28,1,9,2,1
2015-1-29,1,8,2,1
2015-1-30,2,10,2,1
2015-1-31,1,8,2,1
2015-2-1,1,9,1,1
2015-2-2,1,10,1,1
2015-2-3,1,10,1,0
2015-2-4,2,10,2,1
2015-2-5,2,10,2,1
2015-2-6,1,9,1,1
2015-2-7,2,10,1,1
2015-2-8,1,10,1,1
2015-2-9,2,10,1,1
2015-2-10,2,10,1,0
2015-2-11,1,10,1,0
2015-2-12,2,9,2,1
2015-2-13,1,9,2,1
2015-2-14,1,10,1,1
2015-2-15,1,10,3,1
2015-2-16,1,8,3,1
2015-2-17,1,8,1,1
2015-2-18,1,8,1,1
2015-2-19,1,10,2,1
2015-2-20,1,8,2,1
2015-2-21,1,8,2,1
2015-2-22,3,10,1,1
2015-2-23,1,10,2,1
2015-2-24,1,8,2,1
2015-2-25,2,8,1,0
2015-2-26,1,8,1,0
2015-2-27,1,7,1,0
2015-2-28,1,8,1,0
2015-3-1,1,8,1,1
2015-3-2,2,10,2,1
2015-3-3,2,7,2,1
2015-3-4,3,10,2,0
2015-3-5,2,6,2,1
2015-3-6,1,6,1,0
2015-3-7,2,6,1,0
2015-3-8,3,9,1,1
2015-3-9,3,9,1,1
2015-3-10,4,6,2,0
2015-3-11,4,9,2,0
2015-3-12,3,8,3,1
2015-3-13,2,6,1,0
2015-3-14,3,10,1,1
2015-3-15,3,10,2,1
2015-3-16,3,9,1,0
2015-3-17,3,10,2,1
2015-3-18,2,6,3,1
2015-3-19,2,5,2,0
2015-3-20,2,7,1,0
2015-3-21,3,10,2,1
2015-3-22,2,6,3,1
2015-3-23,2,8,3,1
2015-3-24,2,8,1,0
2015-3-25,3,8,2,0
2015-3-26,4,10,1,1
2015-3-27,4,10,1,1
2015-3-28,3,9,2,0
2015-3-29,3,6,1,0
2015-3-30,4,9,2,1
2015-3-31,3,7,2,1
2015-4-1,3,6,1,0
2015-4-2,4,6,1,1
2015-4-3,5,7,1,1
2015-4-4,4,9,2,1
2015-4-5,3,8,2,1
2015-4-6,3,10,1,1
2015-4-7,4,9,1,1
2015-4-8,3,8,1,1
2015-4-9,4,10,2,1
2015-4-10,5,10,2,1
2015-4-11,4,6,3,0
2015-4-12,5,6,1,0
2015-4-13,5,7,2,0
2015-4-14,5,6,2,1
2015-4-15,4,5,2,0
2015-4-16,5,5,1,0
2015-4-17,6,8,1,1
2015-4-18,5,7,2,1
2015-4-19,5,5,1,0
2015-4-20,4,9,2,1
2015-4-21,5,10,1,1
2015-4-22,5,9,2,1
2015-4-23,4,10,1,1
2015-4-24,4,9,3,1
2015-4-25,4,9,2,0
2015-4-26,5,9,1,0
2015-4-27,5,10,2,1
2015-4-28,5,7,2,0
2015-4-29,5,8,1,0
2015-4-30,5,9,1,0
2015-5-1,5,9,1,0
2015-5-2,6,8,1,1
2015-5-3,6,6,1,0
2015-5-4,7,6,1,1
2015-5-5,6,10,2,0

